Survey ResponseID,Q-demos-age,Q-demos-hispanic,Q-demos-race,Q-demos-education,Q-demos-income,Q-demos-gender,Q-sexual-orientation,Q-demos-state,Q-amazon-use-howmany,Q-amazon-use-hh-size,Q-amazon-use-how-oft,Q-substance-use-cigarettes,Q-substance-use-marijuana,Q-substance-use-alcohol,Q-personal-diabetes,Q-personal-wheelchair,Q-life-changes,Q-sell-YOUR-data,Q-sell-consumer-data,Q-small-biz-use,Q-census-use,Q-research-society
R_1eXcCdLEuOijpZN,35 - 44 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,LGBTQ+,Ohio,1 (just me!),1 (just me!),5 - 10 times per month,I stopped in the recent past,No,No,No,No,Moved place of residence,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,Yes
R_2WHxAVIqdyfoX8D,45 - 54 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),Texas,1 (just me!),1 (just me!),Less than 5 times per month,Yes,No,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes
R_31vHYfmUkFAL7sQ,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,heterosexual (straight),Tennessee,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,No,No,No,No,No
R_1RFaLdtXxWmh7RT,55 - 64 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),California,2,3,Less than 5 times per month,No,No,Yes,No,No,Moved place of residence,No,No,No,No,I don't know
R_2v0q80m6Kbiv658,35 - 44 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),Kentucky,4+,4+,Less than 5 times per month,Yes,Yes,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,No
R_SE8aSpQlEHeTRi9,35 - 44 years,Yes,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Male,heterosexual (straight),Arizona,2,4+,Less than 5 times per month,Yes,I stopped in the recent past,I stopped in the recent past,No,Yes,,No,No,No,No,No
R_1KmbYBZQ4ogvucS,55 - 64 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Female,heterosexual (straight),Illinois,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,,No,No,No,No,No
R_24B0Lr48ZGfOyBr,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),New York,1 (just me!),3,Less than 5 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,Yes
R_1GZy78Wx8EqIpUZ,45 - 54 years,No,Black or African American,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),Texas,1 (just me!),2,Less than 5 times per month,Yes,No,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,Yes
R_3PsE7SUIVOaHrCO,25 - 34 years,Yes,White or Caucasian,Some high school or less,"$25,000 - $49,999",Male,heterosexual (straight),Florida,1 (just me!),3,Less than 5 times per month,Yes,No,Yes,No,No,,I don't know,I don't know,I don't know,I don't know,I don't know
R_1H6R8vRtVJI4SFg,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),New York,4+,2,5 - 10 times per month,Yes,Yes,Yes,No,No,,No,No,No,I don't know,Yes
R_1gOW8sB3B8SIZSx,45 - 54 years,No,"White or Caucasian,Asian",Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),Indiana,1 (just me!),2,Less than 5 times per month,No,Yes,Yes,No,No,,No,No,No,No,Yes
R_6og1V0SdfhCA0pj,65 and older,No,White or Caucasian,Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),California,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,No,No,I don't know,No,Yes
R_1CmhrU1GJmKnbwz,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,LGBTQ+,Tennessee,1 (just me!),4+,5 - 10 times per month,No,No,No,No,No,Lost a job ,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,Yes
R_24DbIDhFrNpJkdz,25 - 34 years,No,Asian,Bachelor's degree,"$150,000 or more",Male,heterosexual (straight),New York,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,Yes
R_8eKGNVrEIgSCi09,35 - 44 years,Yes,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),Idaho,1 (just me!),4+,Less than 5 times per month,Yes,Yes,Yes,No,No,Lost a job ,No,No,No,No,Yes
R_2c0LvQZZyDEtFnA,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Male,LGBTQ+,California,1 (just me!),1 (just me!),5 - 10 times per month,No,No,Yes,No,No,,No,Yes if consumers get part of the profit,No,No,Yes
R_1f1SLKwUDjWMgAL,25 - 34 years,Yes,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Female,heterosexual (straight),Minnesota,2,2,5 - 10 times per month,No,Yes,Yes,No,No,,No,Yes if consumers get part of the profit,I don't know,I don't know,I don't know
R_26niIHQyfTEFqZ6,35 - 44 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,heterosexual (straight),Rhode Island,1 (just me!),1 (just me!),Less than 5 times per month,Yes,No,No,No,No,,I don't know,I don't know,I don't know,I don't know,Yes
R_3Kp8Seg75oN0gPs,35 - 44 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,heterosexual (straight),Wisconsin,1 (just me!),1 (just me!),Less than 5 times per month,Yes,Yes,No,No,No,,No,No,No,No,No
R_3lK5ONceMua8L4O,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),Texas,1 (just me!),2,5 - 10 times per month,No,No,Yes,No,No,Moved place of residence,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,No
R_3Gwv5NOXlLi4HIo,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),Massachusetts,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes,I don't know,Yes,Yes
R_3nVmjXQINxwevge,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),West Virginia,1 (just me!),3,Less than 5 times per month,No,No,No,No,No,,No,No,No,No,I don't know
R_32WrYe9Z7XWF8FL,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Male,heterosexual (straight),Michigan,2,3,More than 10 times per month,No,No,No,No,No,"Moved place of residence,Became pregnant",No,No,No,No,I don't know
R_21j0vRI5h23O7fY,18 - 24 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,LGBTQ+,West Virginia,1 (just me!),3,5 - 10 times per month,No,Yes,No,No,No,,No,Yes if consumers get part of the profit,No,I don't know,Yes
R_1BPfziFOM6qTGYB,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$100,000 - $149,999",Other,LGBTQ+,Utah,1 (just me!),4+,Less than 5 times per month,No,No,Yes,No,No,"Lost a job ,Moved place of residence",Yes if I get part of the profit,Yes if consumers get part of the profit,No,Yes,Yes
R_9nKhCJegREGhqjD,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$25,000 - $49,999",Female,heterosexual (straight),Kentucky,1 (just me!),2,Less than 5 times per month,Yes,Yes,Yes,No,No,,No,No,No,No,I don't know
R_2QmRrF3XTzpGmRn,25 - 34 years,No,White or Caucasian,Bachelor's degree,"Less than $25,000",Female,LGBTQ+,New York,2,4+,Less than 5 times per month,Yes,No,Yes,Yes,No,Moved place of residence,No,No,Yes,Yes,Yes
R_2zTPKZY5tEQjsWK,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),Rhode Island,1 (just me!),1 (just me!),Less than 5 times per month,No,No,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,Yes
R_3psrxBJAfpUyn3d,18 - 24 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,LGBTQ+,Arizona,1 (just me!),3,Less than 5 times per month,Yes,Yes,Yes,No,No,Moved place of residence,No,No,No,No,I don't know
R_Xn2sfdbpwAfI3wB,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),Maine,1 (just me!),4+,Less than 5 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes
R_3saDhTbVfCKMgwp,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),Iowa,2,3,Less than 5 times per month,No,No,No,Yes,No,,No,No,No,No,No
R_2feRvKSb9cwQOgc,25 - 34 years,Yes,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Other,LGBTQ+,California,1 (just me!),2,Less than 5 times per month,Yes,No,Yes,No,No,,No,No,I don't know,I don't know,Yes
R_3rYy57gChE2lQau,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,LGBTQ+,Florida,1 (just me!),3,Less than 5 times per month,No,No,Yes,No,No,,No,No,I don't know,No,No
R_4TREjPp3AsFesAV,35 - 44 years,No,White or Caucasian,Some high school or less,"$100,000 - $149,999",Male,heterosexual (straight),Connecticut,2,2,Less than 5 times per month,No,No,No,No,No,,No,No,I don't know,I don't know,No
R_bE1vvb6qxbnnhUl,18 - 24 years,No,White or Caucasian,High school diploma or GED,Prefer not to say,Female,heterosexual (straight),Arizona,2,4+,Less than 5 times per month,Yes,No,Yes,No,No,,No,No,Yes,I don't know,Yes
R_umkBztpJiFIRkxX,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Female,heterosexual (straight),Illinois,1 (just me!),4+,Less than 5 times per month,Yes,No,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,I don't know
R_2QzXEtUXQ3koh8l,18 - 24 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),Utah,1 (just me!),3,Less than 5 times per month,No,No,No,No,No,Moved place of residence,No,No,I don't know,I don't know,Yes
R_3j7FIUaHsWq2DDI,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$25,000 - $49,999",Female,heterosexual (straight),Tennessee,1 (just me!),2,5 - 10 times per month,No,Yes,No,No,No,Moved place of residence,No,No,I don't know,Yes,Yes
R_3ESEXAc9qI9Kwvu,18 - 24 years,No,Asian,Bachelor's degree,"$50,000 - $74,999",Female,LGBTQ+,Washington,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,Moved place of residence,No,No,I don't know,No,Yes
R_1f7plMa073k542e,25 - 34 years,No,Black or African American,Some high school or less,"$25,000 - $49,999",Male,prefer not to say,North Carolina,1 (just me!),4+,Less than 5 times per month,No,No,No,No,No,,No,No,I don't know,Yes,Yes
R_1r8gY2xmbOaJ5pE,45 - 54 years,No,"White or Caucasian,American Indian/Native American or Alaska Native",Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),Nevada,1 (just me!),1 (just me!),Less than 5 times per month,Yes,No,No,No,No,Lost a job ,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,No,Yes
R_3L5PlZC0jvJDclX,65 and older,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$75,000 - $99,999",Female,heterosexual (straight),New York,1 (just me!),1 (just me!),Less than 5 times per month,No,No,Yes,No,No,,No,No,Yes,No,No
R_YPSS9WRS3ZVKQPn,45 - 54 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),New York,1 (just me!),2,More than 10 times per month,Yes,Yes,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,No,I don't know
R_1MSOoW9gkEFmm8j,45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),Virginia,4+,3,5 - 10 times per month,No,No,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,Yes
R_2SqWTZJSEFu0jiK,35 - 44 years,Yes,"White or Caucasian,Other",Bachelor's degree,"$75,000 - $99,999",Female,LGBTQ+,Texas,3,4+,5 - 10 times per month,No,No,No,Yes,No,Moved place of residence,No,No,No,No,Yes
R_2ARuK9Yt1gaelL1,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Male,heterosexual (straight),California,2,1 (just me!),Less than 5 times per month,No,No,Yes,No,No,Moved place of residence,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,Yes
R_C7bztkUY2YELJMB,35 - 44 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),Texas,1 (just me!),1 (just me!),More than 10 times per month,Yes,Yes,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,I don't know,Yes
R_3IRgQLwyTZQakZC,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),California,1 (just me!),3,Less than 5 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,No
R_UaUT55gxGPcEyR3,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,LGBTQ+,Florida,1 (just me!),2,5 - 10 times per month,No,No,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,I don't know,Yes
R_21EtjPQuJMuZSHZ,25 - 34 years,Yes,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),Florida,1 (just me!),3,Less than 5 times per month,No,No,No,No,No,,Yes,Yes,No,I don't know,Yes
R_1IRcsBDiYNaqCGX,45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),California,1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes
R_2S942svAtx2khyI,65 and older,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Male,heterosexual (straight),Florida,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,Yes
R_3kc4QWV5AiSbW9E,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Male,heterosexual (straight),Massachusetts,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,I don't know,I don't know,I don't know,Yes,I don't know
R_3IQ5XO6JT3wgVgw,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),Texas,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,No,No,No,Yes,Yes
R_1cYOJAbPFoatHTg,18 - 24 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,LGBTQ+,Georgia,1 (just me!),1 (just me!),Less than 5 times per month,No,Yes,Yes,No,No,Moved place of residence,No,No,No,I don't know,Yes
R_3Rlrr05USyXOeP7,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Male,LGBTQ+,Virginia,1 (just me!),3,More than 10 times per month,No,Yes,No,Yes,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,I don't know
R_3fdy23s5lo1qhkM,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Male,LGBTQ+,California,1 (just me!),2,Less than 5 times per month,I stopped in the recent past,Yes,Yes,No,No,Moved place of residence,Yes if I get part of the profit,No,Yes,I don't know,Yes
R_YQSfqhQ1uDpXT7r,18 - 24 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,LGBTQ+,Virginia,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,No,No,No,No,Yes
R_2zzG1u6pYDToyGD,35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Female,heterosexual (straight),Florida,2,2,5 - 10 times per month,No,No,No,No,No,Divorce,No,No,I don't know,No,Yes
R_UJy9bvJSlz6m5bP,55 - 64 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),Florida,2,3,Less than 5 times per month,No,No,No,No,No,,No,No,No,No,No
R_z8w9TsEywvOcfCN,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,LGBTQ+,Michigan,2,3,5 - 10 times per month,No,No,Yes,No,No,"Lost a job ,Divorce,Moved place of residence",Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,I don't know
R_1MQIBxrlXnpRlSN,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Female,LGBTQ+,Tennessee,1 (just me!),4+,Less than 5 times per month,No,No,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,I don't know
R_1myeUpVwl79jE6X,45 - 54 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,heterosexual (straight),Nevada,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,No,I don't know
R_2rMJHlcINrHEFVL,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Male,LGBTQ+,Pennsylvania,2,2,5 - 10 times per month,No,No,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes
R_RIab1TrbMHv4dm9,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,heterosexual (straight),Washington,2,2,Less than 5 times per month,No,No,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes
R_1FnbihJLqMICvMb,25 - 34 years,No,Asian,Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),Kansas,1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No,,No,No,I don't know,I don't know,Yes
R_3oN20rTIYxBeZez,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),Wisconsin,3,4+,5 - 10 times per month,No,No,Yes,Yes,No,"Became pregnant,Had a child",Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,I don't know
R_1CHdyvBKOQ3uBZ4,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Female,heterosexual (straight),Ohio,1 (just me!),3,5 - 10 times per month,No,No,Yes,No,No,,No,I don't know,I don't know,I don't know,Yes
R_8eTKiReVeCrQ2Od,55 - 64 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),California,1 (just me!),4+,5 - 10 times per month,No,No,No,No,No,Moved place of residence,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,I don't know
R_3wT1t9duSUIPC5b,45 - 54 years,No,White or Caucasian,High school diploma or GED,"$100,000 - $149,999",Male,heterosexual (straight),California,3,4+,5 - 10 times per month,No,No,Yes,No,No,,No,No,No,I don't know,Yes
R_2ZK2OE3L10Eo2vx,25 - 34 years,No,White or Caucasian,Some high school or less,"Less than $25,000",Female,heterosexual (straight),North Carolina,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,I don't know
